file_name,class_name,method_name,comments,attributes
"['binarybitmap', 'binary', 'bitmap']","['binarybitmap', 'binary', 'bitmap']","['binarybitmap', 'getwidth', 'getheight', 'getblackrow', 'getblackmatrix', 'iscropsupported', 'crop', 'isrotatesupported', 'rotatecounterclockwise', 'binary', 'bitmap', 'get', 'width', 'get', 'height', 'get', 'black', 'row', 'get', 'black', 'matrix', 'crop', 'supported', 'rotate', 'supported', 'rotate', 'counter', 'clockwise']","['core', 'bitmap', 'used', 'zxing', 'represent', 'bit', 'data', 'reader', 'objects', 'accept', 'binarybitmap', 'attempt', 'decode', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'width', 'bitmap', 'height', 'bitmap', 'converts', 'one', 'row', 'luminance', 'data', 'bit', 'data', 'may', 'actually', 'conversion', 'cached', 'data', 'callers', 'assume', 'method', 'expensive', 'call', 'seldom', 'possible', 'method', 'intended', 'decoding', 'barcodes', 'may', 'choose', 'apply', 'sharpening', 'param', 'row', 'fetch', 'bitmap', 'height', 'param', 'row', 'optional', 'preallocated', 'array', 'small', 'ignored', 'used', 'binarizer', 'call', 'bitarray', 'clear', 'always', 'use', 'returned', 'object', 'array', 'bits', 'row', 'means', 'black', 'converts', 'array', 'luminance', 'data', 'bit', 'assume', 'method', 'expensive', 'call', 'repeatedly', 'method', 'intended', 'decoding', 'barcodes', 'may', 'may', 'apply', 'sharpening', 'therefore', 'row', 'matrix', 'may', 'identical', 'one', 'fetched', 'using', 'getblackrow', 'mix', 'match', 'array', 'bits', 'image', 'means', 'black', 'matrix', 'created', 'demand', 'first', 'time', 'requested', 'cached', 'two', 'reasons', 'work', 'never', 'done', 'caller', 'installs', 'reader', 'objects', 'reader', 'finds', 'barcode', 'readers', 'run', 'work', 'done', 'even', 'caller', 'installs', 'multiple', 'readers', 'whether', 'bitmap', 'cropped', 'returns', 'object', 'cropped', 'image', 'data', 'implementations', 'may', 'keep', 'reference', 'original', 'data', 'rather', 'copy', 'callable', 'iscropsupported', 'param', 'left', 'left', 'coordinate', 'left', 'getwidth', 'param', 'top', 'top', 'coordinate', 'top', 'getheight', 'param', 'width', 'width', 'rectangle', 'crop', 'param', 'height', 'height', 'rectangle', 'crop', 'cropped', 'version', 'object', 'whether', 'bitmap', 'supports', 'counter', 'clockwise', 'rotation', 'returns', 'object', 'rotated', 'image', 'data', 'callable', 'isrotatesupported', 'rotated', 'version', 'object', 'xing', 'binary', 'bitmap', 'bit', 'array', 'get', 'black', 'row', 'crop', 'supported', 'get', 'width', 'get', 'height', 'rotate', 'supported']","['binarizer', 'matrix']"
"['checksumexception', 'checksum', 'exception']","['checksumexception', 'checksum', 'exception']","['checksumexception', 'getchecksuminstance', 'checksum', 'exception', 'get', 'checksum', 'instance']","['thrown', 'barcode', 'successfully', 'detected', 'decoded', 'returned', 'checksum', 'feature', 'failed', 'author', 'sean', 'owen', 'nothing']",['instance']
"['decodehinttype', 'decode', 'hint', 'type']","['decodehinttype', 'decode', 'hint', 'type']","['decodehinttype', 'decode', 'hint', 'type']","['encapsulates', 'type', 'hint', 'caller', 'may', 'pass', 'barcode', 'reader', 'help', 'quickly', 'accurately', 'decode', 'implementations', 'decide', 'anything', 'information', 'supplied', 'author', 'sean', 'owen', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'see', 'reader', 'decode', 'binarybitmap', 'java', 'util', 'hashtable', 'use', 'jme', 'support', 'unspecified', 'application', 'specific', 'hint', 'maps', 'unspecified', 'link', 'object', 'image', 'pure', 'monochrome', 'image', 'barcode', 'matter', 'maps', 'use', 'link', 'image', 'known', 'one', 'possible', 'formats', 'maps', 'link', 'java', 'util', 'vector', 'link', 'barcodeformat', 'spend', 'time', 'find', 'barcode', 'optimize', 'accuracy', 'speed', 'matter', 'maps', 'use', 'link', 'specifies', 'character', 'encoding', 'use', 'decoding', 'applicable', 'type', 'string', 'allowed', 'lengths', 'encoded', 'data', 'reject', 'anything', 'maps', 'assume', 'code', 'codes', 'employ', 'check', 'digit', 'maps', 'link', 'caller', 'needs', 'notified', 'via', 'callback', 'possible', 'link', 'resultpoint', 'found', 'maps', 'link', 'resultpointcallback', 'binary', 'bitmap', 'barcode', 'format', 'result', 'point', 'result', 'point', 'callback']","['pure', 'barcode', 'possible', 'formats', 'harder', 'character', 'set', 'allowed', 'lengths', 'assume', 'code', 'check', 'digit', 'need', 'result', 'point', 'callback']"
"['encodehinttype', 'encode', 'hint', 'type']","['encodehinttype', 'encode', 'hint', 'type']","['encodehinttype', 'encode', 'hint', 'type']","['set', 'hints', 'may', 'pass', 'writers', 'specify', 'behavior', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'specifies', 'degree', 'error', 'correction', 'use', 'example', 'qr', 'codes', 'type', 'integer', 'specifies', 'character', 'encoding', 'use', 'applicable', 'type', 'string']","['error', 'correction', 'character', 'set']"
"['formatexception', 'format', 'exception']","['formatexception', 'format', 'exception']","['formatexception', 'getformatinstance', 'format', 'exception', 'get', 'format', 'instance']","['thrown', 'barcode', 'successfully', 'detected', 'aspect', 'content', 'conform', 'barcode', 'format', 'rules', 'could', 'due', 'mis', 'detection', 'author', 'sean', 'owen', 'nothing']",['instance']
"['luminancesource', 'luminance', 'source']","['luminancesource', 'luminance', 'source']","['luminancesource', 'getrow', 'getmatrix', 'getwidth', 'getheight', 'iscropsupported', 'crop', 'isrotatesupported', 'rotatecounterclockwise', 'luminance', 'source', 'get', 'row', 'get', 'matrix', 'get', 'width', 'get', 'height', 'crop', 'supported', 'rotate', 'supported', 'rotate', 'counter', 'clockwise']","['purpose', 'hierarchy', 'different', 'bitmap', 'implementations', 'across', 'platforms', 'standard', 'requesting', 'greyscale', 'luminance', 'values', 'provides', 'immutable', 'methods', 'therefore', 'crop', 'rotation', 'create', 'copies', 'ensure', 'one', 'reader', 'modify', 'original', 'luminance', 'source', 'leave', 'unknown', 'state', 'readers', 'chain', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'fetches', 'one', 'row', 'luminance', 'data', 'underlying', 'platform', 'bitmap', 'values', 'range', 'black', 'white', 'java', 'unsigned', 'type', 'callers', 'bitwise', 'xff', 'value', 'preferable', 'implementations', 'method', 'fetch', 'row', 'rather', 'whole', 'image', 'since', 'readers', 'may', 'installed', 'getmatrix', 'may', 'never', 'called', 'param', 'row', 'fetch', 'getheight', 'param', 'row', 'optional', 'preallocated', 'array', 'small', 'ignored', 'always', 'use', 'returned', 'object', 'ignore', 'length', 'array', 'array', 'containing', 'luminance', 'data', 'fetches', 'luminance', 'data', 'underlying', 'bitmap', 'values', 'fetched', 'using', 'luminance', 'array', 'width', 'xff', 'row', 'major', 'array', 'luminance', 'values', 'use', 'result', 'length', 'may', 'larger', 'width', 'height', 'bytes', 'platforms', 'modify', 'contents', 'result', 'width', 'bitmap', 'height', 'bitmap', 'whether', 'subclass', 'supports', 'cropping', 'returns', 'object', 'cropped', 'image', 'data', 'implementations', 'may', 'keep', 'reference', 'original', 'data', 'rather', 'copy', 'callable', 'iscropsupported', 'param', 'left', 'left', 'coordinate', 'left', 'getwidth', 'param', 'top', 'top', 'coordinate', 'top', 'getheight', 'param', 'width', 'width', 'rectangle', 'crop', 'param', 'height', 'height', 'rectangle', 'crop', 'cropped', 'version', 'object', 'whether', 'subclass', 'supports', 'counter', 'clockwise', 'rotation', 'returns', 'object', 'rotated', 'image', 'data', 'callable', 'isrotatesupported', 'rotated', 'version', 'object', 'get', 'matrix', 'get', 'height', 'crop', 'supported', 'get', 'width', 'get', 'height', 'rotate', 'supported']","['width', 'height']"
"['multiformatreader', 'multi', 'format', 'reader']","['multiformatreader', 'multi', 'format', 'reader']","['decode', 'decode', 'decodewithstate', 'sethints', 'reset', 'decodeinternal', 'decode', 'state', 'set', 'hints', 'decode', 'internal']","['multiformatreader', 'convenience', 'main', 'entry', 'point', 'library', 'uses', 'attempts', 'decode', 'barcode', 'formats', 'library', 'supports', 'optionally', 'provide', 'hints', 'object', 'request', 'different', 'behavior', 'example', 'decoding', 'qr', 'codes', 'author', 'sean', 'owen', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'version', 'decode', 'honors', 'intent', 'reader', 'decode', 'binarybitmap', 'passes', 'hint', 'decoders', 'however', 'makes', 'inefficient', 'call', 'repeatedly', 'use', 'sethints', 'followed', 'decodewithstate', 'continuous', 'scan', 'applications', 'param', 'image', 'pixel', 'data', 'decode', 'contents', 'image', 'notfoundexception', 'errors', 'occurred', 'decode', 'image', 'using', 'hints', 'provided', 'honor', 'existing', 'state', 'param', 'image', 'pixel', 'data', 'decode', 'param', 'hints', 'hints', 'use', 'clearing', 'previous', 'state', 'contents', 'image', 'notfoundexception', 'errors', 'occurred', 'decode', 'image', 'using', 'state', 'set', 'calling', 'sethints', 'previously', 'continuous', 'scan', 'clients', 'get', 'large', 'speed', 'increase', 'using', 'instead', 'decode', 'param', 'image', 'pixel', 'data', 'decode', 'contents', 'image', 'notfoundexception', 'errors', 'occurred', 'make', 'sure', 'set', 'state', 'crash', 'method', 'adds', 'state', 'multiformatreader', 'setting', 'hints', 'subsequent', 'calls', 'decodewithstate', 'image', 'reuse', 'set', 'readers', 'without', 'reallocating', 'memory', 'important', 'performance', 'continuous', 'scan', 'clients', 'param', 'hints', 'set', 'hints', 'use', 'subsequent', 'calls', 'decode', 'image', 'formats', 'contains', 'barcodeformat', 'codabar', 'put', 'readers', 'upfront', 'normal', 'mode', 'end', 'harder', 'mode', 'todo', 'enable', 'pdf', 'passed', 'qa', 'readers', 'addelement', 'pdfreader', 'multi', 'format', 'reader', 'binary', 'bitmap', 'set', 'hints', 'decode', 'state', 'found', 'exception', 'found', 'exception', 'set', 'hints', 'found', 'exception', 'multi', 'format', 'reader', 'decode', 'state', 'barcode', 'format', 'add', 'element', 'pdf', 'reader']","['hints', 'readers']"
"['multiformatwriter', 'multi', 'format', 'writer']","['multiformatwriter', 'multi', 'format', 'writer']","['encode', 'encode']","['factory', 'finds', 'appropriate', 'writer', 'subclass', 'barcodeformat', 'requested', 'encodes', 'barcode', 'supplied', 'contents', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'barcode', 'format']",[]
"['notfoundexception', 'found', 'exception']","['notfoundexception', 'found', 'exception']","['notfoundexception', 'getnotfoundinstance', 'found', 'exception', 'get', 'found', 'instance']","['thrown', 'barcode', 'found', 'image', 'might', 'partially', 'detected', 'could', 'confirmed', 'author', 'sean', 'owen', 'nothing']",['instance']
['reader'],['reader'],"['decode', 'decode', 'reset']","['implementations', 'decode', 'image', 'barcode', 'format', 'string', 'encodes', 'example', 'link', 'com', 'google', 'zxing', 'qrcode', 'qrcodereader', 'decode', 'qr', 'code', 'decoder', 'may', 'optionally', 'receive', 'hints', 'caller', 'may', 'help', 'decode', 'quickly', 'accurately', 'see', 'link', 'com', 'google', 'zxing', 'multiformatreader', 'attempts', 'determine', 'barcode', 'format', 'present', 'within', 'image', 'well', 'decodes', 'accordingly', 'author', 'sean', 'owen', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'locates', 'decodes', 'barcode', 'format', 'within', 'image', 'param', 'image', 'image', 'barcode', 'decode', 'string', 'barcode', 'encodes', 'notfoundexception', 'barcode', 'cannot', 'located', 'decoded', 'reason', 'locates', 'decodes', 'barcode', 'format', 'within', 'image', 'method', 'also', 'accepts', 'hints', 'possibly', 'associated', 'data', 'may', 'help', 'implementation', 'decode', 'param', 'image', 'image', 'barcode', 'decode', 'param', 'hints', 'passed', 'link', 'java', 'util', 'hashtable', 'link', 'com', 'google', 'zxing', 'decodehinttype', 'arbitrary', 'data', 'meaning', 'data', 'depends', 'upon', 'hint', 'type', 'implementation', 'may', 'may', 'anything', 'hints', 'string', 'barcode', 'encodes', 'notfoundexception', 'barcode', 'cannot', 'located', 'decoded', 'reason', 'resets', 'internal', 'state', 'implementation', 'decode', 'prepare', 'reuse', 'qr', 'code', 'reader', 'multi', 'format', 'reader', 'found', 'exception', 'decode', 'hint', 'type', 'found', 'exception']",[]
"['readerexception', 'reader', 'exception']","['readerexception', 'reader', 'exception']","['fillinstacktrace', 'fill', 'stack', 'trace']","['general', 'exception', 'something', 'goes', 'wrong', 'decoding', 'barcode', 'includes', 'limited', 'failing', 'checksums', 'error', 'correction', 'algorithms', 'unable', 'locate', 'finder', 'timing', 'patterns', 'author', 'sean', 'owen', 'todo', 'currently', 'readerexceptions', 'scanning', 'single', 'image', 'rejecting', 'involves', 'lot', 'overhead', 'memory', 'allocation', 'affects', 'performance', 'latency', 'continuous', 'scan', 'clients', 'future', 'change', 'decoders', 'exceptions', 'routine', 'events', 'like', 'finding', 'barcode', 'given', 'row', 'instead', 'error', 'codes', 'back', 'callers', 'simply', 'delete', 'mean', 'time', 'altered', 'lightweight', 'possible', 'ignoring', 'exception', 'string', 'disabling', 'generation', 'stack', 'traces', 'especially', 'time', 'consuming', 'temporary', 'measures', 'pending', 'big', 'cleanup', 'readerexception', 'instance', 'readerexception', 'exception', 'tracking', 'support', 'identifies', 'throwing', 'exceptions', 'often', 'use', 'uncomment', 'lines', 'code', 'uses', 'uncomment', 'two', 'corresponding', 'lines', 'jse', 'commandlinerunner', 'decode', 'change', 'core', 'build', 'java', 'temporarily', 'exceptioncount', 'map', 'string', 'integer', 'throwers', 'hashmap', 'string', 'integer', 'nothing', 'readerexception', 'getinstance', 'exception', 'exception', 'take', 'stack', 'frame', 'one', 'stacktraceelement', 'stack', 'getstacktrace', 'string', 'key', 'stack', 'getclassname', 'stack', 'getmethodname', 'line', 'stack', 'getlinenumber', 'throwers', 'containskey', 'key', 'integer', 'value', 'throwers', 'get', 'key', 'value', 'throwers', 'put', 'key', 'value', 'throwers', 'put', 'key', 'exceptioncount', 'instance', 'getexceptioncountandreset', 'temp', 'exceptioncount', 'exceptioncount', 'temp', 'string', 'getthrowersandreset', 'stringbuilder', 'builder', 'stringbuilder', 'object', 'keys', 'throwers', 'keyset', 'toarray', 'keys', 'length', 'string', 'key', 'string', 'keys', 'integer', 'value', 'throwers', 'get', 'key', 'builder', 'append', 'key', 'builder', 'append', 'builder', 'append', 'value', 'builder', 'append', 'throwers', 'clear', 'builder', 'tostring', 'prevent', 'stack', 'traces', 'taken', 'srowen', 'says', 'huh', 'ide', 'saying', 'override', 'methods', 'overridden', 'least', 'hurt', 'use', 'singleton', 'pattern', 'matter', 'anyhow', 'reader', 'exceptions', 'reader', 'exception', 'reader', 'exception', 'command', 'line', 'runner', 'exception', 'count', 'hash', 'map', 'reader', 'exception', 'get', 'instance', 'stack', 'trace', 'element', 'get', 'stack', 'trace', 'get', 'name', 'get', 'method', 'name', 'get', 'line', 'number', 'contains', 'key', 'exception', 'count', 'get', 'exception', 'count', 'reset', 'exception', 'count', 'exception', 'count', 'get', 'throwers', 'reset', 'string', 'builder', 'string', 'builder', 'key', 'set', 'array', 'string']",[]
['result'],['result'],"['result', 'result', 'gettext', 'getrawbytes', 'getresultpoints', 'getbarcodeformat', 'getresultmetadata', 'putmetadata', 'putallmetadata', 'addresultpoints', 'gettimestamp', 'tostring', 'get', 'text', 'get', 'raw', 'bytes', 'get', 'result', 'points', 'get', 'barcode', 'format', 'get', 'result', 'metadata', 'put', 'metadata', 'put', 'metadata', 'add', 'result', 'points', 'get', 'timestamp', 'string']","['encapsulates', 'result', 'decoding', 'barcode', 'within', 'image', 'author', 'sean', 'owen', 'raw', 'text', 'encoded', 'barcode', 'applicable', 'otherwise', 'code', 'code', 'raw', 'bytes', 'encoded', 'barcode', 'applicable', 'otherwise', 'code', 'code', 'points', 'related', 'barcode', 'image', 'typically', 'points', 'identifying', 'finder', 'patterns', 'corners', 'barcode', 'exact', 'meaning', 'specific', 'type', 'barcode', 'decoded', 'link', 'barcodeformat', 'representing', 'format', 'barcode', 'decoded', 'link', 'hashtable', 'mapping', 'link', 'resultmetadatatype', 'keys', 'values', 'may', 'code', 'code', 'contains', 'optional', 'metadata', 'detected', 'barcode', 'like', 'orientation', 'barcode', 'format', 'result', 'metadata', 'type']","['text', 'rawbytes', 'resultpoints', 'format', 'resultmetadata', 'timestamp', 'raw', 'bytes', 'result', 'points', 'result', 'metadata']"
"['resultmetadatatype', 'result', 'metadata', 'type']","['resultmetadatatype', 'result', 'metadata', 'type']","['resultmetadatatype', 'getname', 'tostring', 'valueof', 'result', 'metadata', 'type', 'get', 'name', 'string', 'value']","['represents', 'type', 'metadata', 'result', 'decoding', 'decoder', 'wishes', 'communicate', 'back', 'caller', 'author', 'sean', 'owen', 'use', 'jme', 'support', 'use', 'jme', 'support', 'unspecified', 'application', 'specific', 'metadata', 'maps', 'unspecified', 'link', 'object', 'denotes', 'likely', 'approximate', 'orientation', 'barcode', 'image', 'value', 'given', 'degrees', 'rotated', 'clockwise', 'normal', 'upright', 'orientation', 'example', 'barcode', 'found', 'reading', 'top', 'bottom', 'would', 'said', 'orientation', 'key', 'maps', 'link', 'integer', 'whose', 'value', 'range', 'barcode', 'formats', 'typically', 'encode', 'text', 'allow', 'sort', 'mode', 'sometimes', 'used', 'encode', 'binary', 'data', 'link', 'result', 'makes', 'available', 'complete', 'raw', 'bytes', 'barcode', 'formats', 'offer', 'bytes', 'segments', 'alone', 'maps', 'link', 'java', 'util', 'vector', 'arrays', 'corresponding', 'raw', 'bytes', 'segments', 'barcode', 'order', 'error', 'correction', 'level', 'used', 'applicable', 'value', 'type', 'depends', 'format', 'typically', 'string', 'periodicals', 'indicates', 'issue', 'number', 'link', 'integer', 'products', 'indicates', 'suggested', 'retail', 'price', 'barcode', 'formatted', 'link', 'string', 'products', 'possible', 'country', 'manufacture', 'link', 'string', 'denoting', 'iso', 'country', 'code', 'map', 'multiple', 'possible', 'countries', 'like', 'ca']","['values', 'orientation', 'name', 'segments', 'error', 'correction', 'level', 'issue', 'number', 'suggested', 'price', 'possible', 'country']"
"['resultpoint', 'result', 'point']","['resultpoint', 'result', 'point']","['resultpoint', 'getx', 'gety', 'equals', 'hashcode', 'tostring', 'orderbestpatterns', 'distance', 'crossproductz', 'result', 'point', 'get', 'get', 'hash', 'code', 'string', 'order', 'best', 'patterns', 'cross', 'product']","['encapsulates', 'point', 'interest', 'image', 'containing', 'barcode', 'typically', 'would', 'location', 'finder', 'pattern', 'corner', 'barcode', 'example', 'author', 'sean', 'owen', 'orders', 'array', 'three', 'resultpoints', 'order', 'ab', 'ac', 'bc', 'ac', 'angle', 'bc', 'ba', 'less', 'degrees', 'find', 'distances', 'pattern', 'centers', 'assume', 'one', 'closest', 'two', 'guesses', 'first', 'use', 'cross', 'product', 'figure', 'whether', 'correct', 'flipped', 'asks', 'whether', 'bc', 'ba', 'positive', 'component', 'arrangement', 'want', 'negative', 'got', 'flipped', 'around', 'swap', 'distance', 'two', 'points', 'returns', 'component', 'cross', 'product', 'vectors', 'bc', 'ba', 'result', 'points']",[]
"['resultpointcallback', 'result', 'point', 'callback']","['resultpointcallback', 'result', 'point', 'callback']","['foundpossibleresultpoint', 'found', 'possible', 'result', 'point']","['callback', 'invoked', 'possible', 'result', 'point', 'significant', 'point', 'barcode', 'image', 'corner', 'found', 'see', 'decodehinttype', 'decode', 'hint', 'type', 'need', 'result', 'point', 'callback']",[]
['writer'],['writer'],"['encode', 'encode']","['base', 'objects', 'encode', 'generate', 'barcode', 'image', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'encode', 'barcode', 'using', 'settings', 'param', 'contents', 'contents', 'encode', 'barcode', 'param', 'format', 'barcode', 'format', 'generate', 'param', 'width', 'preferred', 'width', 'pixels', 'param', 'height', 'preferred', 'height', 'pixels', 'generated', 'barcode', 'matrix', 'unsigned', 'bytes', 'black', 'white', 'param', 'contents', 'contents', 'encode', 'barcode', 'param', 'format', 'barcode', 'format', 'generate', 'param', 'width', 'preferred', 'width', 'pixels', 'param', 'height', 'preferred', 'height', 'pixels', 'param', 'hints', 'additional', 'parameters', 'supply', 'encoder', 'generated', 'barcode', 'matrix', 'unsigned', 'bytes', 'black', 'white']",[]
"['writerexception', 'writer', 'exception']","['writerexception', 'writer', 'exception']","['writerexception', 'writerexception', 'writer', 'exception', 'writer', 'exception']","['base', 'covers', 'range', 'exceptions', 'may', 'occur', 'encoding', 'barcode', 'using', 'writer', 'framework', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",[]
"['abstractdocomoresultparser', 'co', 'mo', 'result', 'parser']","['abstractdocomoresultparser', 'co', 'mo', 'result', 'parser']","['matchdocomoprefixedfield', 'matchsingledocomoprefixedfield', 'match', 'co', 'mo', 'prefixed', 'field', 'match', 'single', 'co', 'mo', 'prefixed', 'field']","['see', 'href', 'http', 'www', 'nttdocomo', 'co', 'jp', 'english', 'service', 'imode', 'make', 'content', 'barcode', 'html', 'docomo', 'documentation', 'result', 'types', 'represented', 'subclasses', 'thanks', 'jeff', 'griffin', 'proposing', 'rewrite', 'classes', 'relies', 'less', 'exception', 'based', 'mechanisms', 'parsing', 'author', 'sean', 'owen', 'co', 'mo']",[]
"['addressbookauresultparser', 'address', 'book', 'au', 'result', 'parser']","['addressbookauresultparser', 'address', 'book', 'au', 'result', 'parser']","['parse', 'matchmultiplevalueprefix', 'match', 'multiple', 'value', 'prefix']","['kddi', 'au', 'address', 'book', 'format', 'see', 'href', 'http', 'www', 'au', 'kddi', 'com', 'ezfactory', 'tec', 'index', 'html', 'http', 'www', 'au', 'kddi', 'com', 'ezfactory', 'tec', 'index', 'html', 'thanks', 'yuzo', 'translating', 'author', 'sean', 'owen', 'memory', 'mandatory', 'seems', 'like', 'decent', 'indicator', 'end', 'record', 'separator', 'cr', 'lf', 'name', 'name', 'specific', 'uses', 'namely', 'written', 'name', 'pronunciation', 'respectively', 'therefore', 'treat', 'specially', 'instead', 'array', 'names', 'lazy', 'init', 'two', 'dimensions', 'two', 'dimensions']",[]
"['addressbookdocomoresultparser', 'address', 'book', 'co', 'mo', 'result', 'parser']","['addressbookdocomoresultparser', 'address', 'book', 'co', 'mo', 'result', 'parser']","['parse', 'parsename', 'parse', 'name']","['mecard', 'address', 'book', 'entry', 'format', 'supported', 'keys', 'sound', 'tel', 'email', 'note', 'adr', 'bday', 'url', 'plus', 'org', 'unsupported', 'keys', 'tel', 'av', 'nickname', 'except', 'tel', 'multiple', 'values', 'keys', 'also', 'supported', 'first', 'one', 'found', 'takes', 'precedence', 'understanding', 'mecard', 'format', 'based', 'document', 'http', 'www', 'mobicode', 'org', 'tw', 'files', 'omia', 'mobile', 'bar', 'code', 'standard', 'doc', 'author', 'sean', 'owen', 'reason', 'whole', 'card', 'birthday', 'formatted', 'wrong', 'although', 'org', 'may', 'strictly', 'legal', 'mecard', 'exist', 'vcard', 'might', 'well', 'honor', 'found', 'wild', 'format', 'may', 'last', 'first', 'around', 'mobile', 'bar', 'code', 'standard']",[]
"['addressbookparsedresult', 'address', 'book', 'parsed', 'result']","['addressbookparsedresult', 'address', 'book', 'parsed', 'result']","['addressbookparsedresult', 'getnames', 'getpronunciation', 'getphonenumbers', 'getemails', 'getnote', 'getaddresses', 'gettitle', 'getorg', 'geturl', 'getbirthday', 'getdisplayresult', 'address', 'book', 'parsed', 'result', 'get', 'names', 'get', 'pronunciation', 'get', 'phone', 'numbers', 'get', 'emails', 'get', 'note', 'get', 'addresses', 'get', 'title', 'get', 'org', 'get', 'url', 'get', 'birthday', 'get', 'display', 'result']","['author', 'sean', 'owen', 'japanese', 'name', 'written', 'kanji', 'multiple', 'readings', 'therefore', 'hint', 'often', 'provided', 'called', 'furigana', 'spells', 'name', 'phonetically', 'pronunciation', 'getnames', 'field', 'often', 'hiragana', 'katakana', 'birthday', 'formatted', 'yyyymmdd', 'get', 'names', 'yyyy', 'mdd']","['names', 'pronunciation', 'phonenumbers', 'emails', 'note', 'addresses', 'org', 'birthday', 'title', 'url', 'phone', 'numbers']"
"['bizcardresultparser', 'bizcard', 'result', 'parser']","['bizcardresultparser', 'bizcard', 'result', 'parser']","['parse', 'buildphonenumbers', 'buildname', 'build', 'phone', 'numbers', 'build', 'name']","['bizcard', 'address', 'book', 'entry', 'format', 'though', 'largely', 'reverse', 'engineered', 'examples', 'observed', 'wild', 'still', 'looking', 'definitive', 'reference', 'author', 'sean', 'owen', 'yes', 'extend', 'abstractdocomoresultparser', 'since', 'format', 'much', 'like', 'docomo', 'mecard', 'format', 'technically', 'one', 'docomo', 'proposed', 'formats', 'co', 'mo', 'result', 'parser', 'co', 'mo', 'co', 'mo']",[]
"['bookmarkdocomoresultparser', 'bookmark', 'co', 'mo', 'result', 'parser']","['bookmarkdocomoresultparser', 'bookmark', 'co', 'mo', 'result', 'parser']","['bookmarkdocomoresultparser', 'parse', 'bookmark', 'co', 'mo', 'result', 'parser']","['author', 'sean', 'owen']",[]
"['calendarparsedresult', 'calendar', 'parsed', 'result']","['calendarparsedresult', 'calendar', 'parsed', 'result']","['calendarparsedresult', 'getsummary', 'getstart', 'getend', 'getlocation', 'getattendee', 'getdescription', 'getdisplayresult', 'validatedate', 'calendar', 'parsed', 'result', 'get', 'summary', 'get', 'start', 'get', 'end', 'get', 'location', 'get', 'attendee', 'get', 'description', 'get', 'display', 'result', 'validate', 'date']","['author', 'sean', 'owen', 'start', 'required', 'end', 'would', 'start', 'end', 'date', 'link', 'java', 'util', 'date', 'except', 'code', 'needs', 'work', 'javame', 'midp', 'date', 'parsing', 'library', 'available', 'code', 'java', 'text', 'simpledateformat', 'code', 'see', 'validatedate', 'format', 'start', 'time', 'formatted', 'rfc', 'date', 'date', 'time', 'see', 'getstart', 'may', 'event', 'duration', 'rfc', 'allows', 'start', 'end', 'fields', 'type', 'date', 'date', 'time', 'local', 'time', 'tz', 'utc', 'param', 'date', 'string', 'validate', 'java', 'simple', 'date', 'format', 'validate', 'date', 'get', 'start']","['summary', 'start', 'end', 'location', 'attendee', 'description']"
"['emailaddressparsedresult', 'email', 'address', 'parsed', 'result']","['emailaddressparsedresult', 'email', 'address', 'parsed', 'result']","['getemailaddress', 'getsubject', 'getbody', 'getmailtouri', 'getdisplayresult', 'get', 'email', 'address', 'get', 'subject', 'get', 'body', 'get', 'mailto', 'uri', 'get', 'display', 'result']","['author', 'sean', 'owen']","['emailaddress', 'subject', 'body', 'mailtouri', 'email', 'address', 'mailto', 'uri']"
"['emailaddressresultparser', 'email', 'address', 'result', 'parser']","['emailaddressresultparser', 'email', 'address', 'result', 'parser']",['parse'],"['represents', 'result', 'encodes', 'mail', 'address', 'either', 'plain', 'address', 'like', 'joe', 'example', 'org', 'mailto', 'url', 'like', 'mailto', 'joe', 'example', 'org', 'author', 'sean', 'owen', 'starts', 'mailto', 'assume', 'definitely', 'trying', 'email', 'address']",[]
"['emaildocomoresultparser', 'email', 'co', 'mo', 'result', 'parser']","['emaildocomoresultparser', 'email', 'co', 'mo', 'result', 'parser']","['parse', 'isbasicallyvalidemailaddress', 'isatextsymbol', 'basically', 'valid', 'email', 'address', 'atext', 'symbol']","['matmsg', 'email', 'message', 'entry', 'format', 'supported', 'keys', 'sub', 'body', 'author', 'sean', 'owen', 'basic', 'checking', 'email', 'address', 'validity', 'contains', 'contains', 'characters', 'disallowed', 'rfc', 'overly', 'lenient', 'definition', 'validity', 'want', 'generally', 'lenient', 'since', 'intended', 'encapsulate', 'barcode', 'judge']","['atext', 'symbols']"
